0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10600,2545,14134,14150,13796,5522,13790,8585,14442,9585,8587,14229,13808,13797,13790,5522,10500,14442,13690,8585,13822,14080
5761,10790,0,0,0,0,0,0,0,0,0,11073,11073,9583,11092,10779,11882,10394,0,1,2,3
9401,6647,8971,8971,8971,8971,11826,665,663,664,11826,11920,11826,10149,0,1,2,3,4,5,6,7
4342,10680,0,0,0,0,11561,11750,3285,3285,11562,11561,11750,11561,0,1,2,3,4,5,6,7
830,10612,10185,10185,10185,6388,2376,1847,10504,10504,10561,1845,1847,1845,0,1,2,3,4,5,6,7
1768,13186,6176,6174,7962,7962,10691,10687,8094,12535,13166,13186,12477,6883,10348,12840,13393,14116,11514,10987,6796,11000
4553,3989,0,0,0,0,0,11561,11750,3285,3281,11562,11750,3285,11562,3281,11561,10680,0,1,2,3
6292,8037,0,0,0,0,0,8037,12013,7796,7282,180,12013,0,1,2,3,4,5,6,7,8
1522,10942,0,0,0,10942,10942,10925,10925,2067,4434,4436,9261,3939,10438,4083,12644,0,1,2,3,4
916,10766,0,0,0,0,0,0,10907,10907,10766,10766,10907,10766,0,1,2,3,4,5,6,7
6364,12297,11068,11068,2948,2948,12229,11076,11076,10394,12529,12529,12529,0,1,2,3,4,5,6,7,8
17931,14880,11568,15235,7933,15232,15240,14880,11568,15232,15240,15235,15233,15235,14880,15232,15240,0,1,2,3,4
18668,15228,0,0,0,0,15256,15248,15256,15221,15263,15227,15255,15248,15256,15263,0,1,2,3,4,5
18521,14880,0,0,0,0,15136,15162,15139,15060,15157,14875,15139,15122,15157,15060,0,1,2,3,4,5
1801,3767,0,0,3130,3130,3130,10907,10799,10799,10575,10575,10799,10591,10575,0,1,2,3,4,5,6
11375,8353,0,0,0,0,11594,10358,8353,8353,11829,10358,8353,8469,13592,9285,7133,8568,11511,8091,0,1
18532,9194,0,14089,2068,14585,14659,15227,14490,8582,15866,2067,14659,2067,11578,0,1,2,3,4,5,6
17894,14173,2131,9055,9067,9063,9067,6491,9063,14695,2131,9055,6497,9055,9063,14695,14763,9067,0,1,2,3
12646,3731,0,0,0,0,0,0,0,10726,3736,3736,3736,3737,0,1,2,3,4,5,6,7
15154,12541,7501,5043,7492,912,13705,14373,12541,13794,10977,912,12541,13781,912,0,1,2,3,4,5,6
12903,12776,0,0,0,0,0,0,0,14443,14448,10087,14443,14448,14444,0,1,2,3,4,5,6
4578,2459,8873,2111,2660,2459,2068,8873,2068,2111,1609,2157,2459,8873,2068,2111,0,1,2,3,4,5
11914,13829,2833,14217,9369,9200,10710,4816,4816,6392,14559,11578,11578,11655,0,1,2,3,4,5,6,7
13266,14671,0,0,0,0,0,0,0,0,0,14681,14718,14647,14681,14662,14685,0,1,2,3,4
8006,5292,0,0,0,0,0,0,1995,1080,10767,5294,10767,5294,0,1,2,3,4,5,6,7
5248,3488,0,3488,3489,3490,3488,13665,3488,3489,3488,3489,3488,0,1,2,3,4,5,6,7,8
5369,10922,11671,10486,12541,12201,12028,11193,11561,11562,3281,10680,11750,11671,11562,10680,0,1,2,3,4,5
18022,14885,0,0,0,0,0,0,0,0,0,15172,15172,14885,0,1,2,3,4,5,6,7
1889,10575,0,0,0,0,0,10576,10576,10578,10578,10575,10576,10575,10578,0,1,2,3,4,5,6
5299,3964,11008,11783,13431,13431,13431,13431,13067,1696,1697,791,1697,13431,12597,0,1,2,3,4,5,6
1155,1540,0,0,0,0,0,3566,13330,13330,1540,4605,12018,4605,0,1,2,3,4,5,6,7
493,9287,0,2257,9120,9085,9287,9287,9120,8447,8447,8582,9120,8447,0,1,2,3,4,5,6,7
1966,10725,12860,10725,10725,3143,3143,10987,1546,12605,3259,3151,3797,11514,3143,10725,9282,0,1,2,3,4
7377,10777,8307,10777,3410,7027,7027,6475,10777,7027,6475,7027,10777,0,1,2,3,4,5,6,7,8
11421,14253,0,0,0,0,0,0,14344,14489,11069,14292,14536,14292,14555,14628,14627,11069,3220,3129,0,1
939,10394,10766,10766,6491,6491,2274,3023,6186,2656,10395,6490,3756,12154,10766,2274,10907,11398,10394,9701,3780,0
1574,3277,0,0,0,0,0,0,0,0,0,4724,5123,11882,11670,11092,2651,11091,12642,11000,12030,9780
16797,15042,0,0,0,0,1796,57,13038,13038,15020,15020,966,10725,13038,15020,15042,10431,12232,14988,0,1
14833,14865,0,0,0,0,0,0,0,0,0,14865,14865,0,1,2,3,4,5,6,7,8
6299,12227,11098,10909,11074,12232,10909,12227,12226,11074,11098,12232,11074,12230,11076,11919,12227,12232,10909,12226,0,1
431,10616,4119,10799,10799,10688,8568,4119,10690,10799,10752,10750,10799,10801,10691,10750,10794,0,1,2,3,4
3921,6565,0,0,0,0,0,6565,11098,11099,10788,11189,11102,6565,10788,0,1,2,3,4,5,6
2687,13442,0,0,10576,10578,13422,10576,13422,13422,13433,13433,13433,13422,0,1,2,3,4,5,6,7
6690,3151,0,0,0,11923,2010,3385,11923,2010,11923,2010,11923,2010,0,1,2,3,4,5,6,7
14750,13568,13679,14309,13686,11671,13614,9208,12535,12242,13680,12640,13582,11209,13818,12028,9208,12242,13614,13536,3765,0
2175,1847,0,0,0,0,0,0,0,0,0,1847,1847,0,1,2,3,4,5,6,7,8
16394,15020,0,0,14990,15092,15055,15033,15093,15020,14990,15033,14990,5876,15019,15020,15052,15033,15068,15029,15050,0
17882,15254,15219,6741,15216,15034,15030,15130,2136,10304,15248,14490,15219,15233,14477,8871,15542,15231,14490,15211,0,1
5614,2657,5817,3012,8323,11822,7777,2657,2928,7221,9274,4112,9274,0,1,2,3,4,5,6,7,8
10527,15057,0,0,13811,14107,11584,14123,14099,11598,14135,12643,14180,11598,14090,14101,11584,14123,11064,14141,0,1
1594,2650,0,0,0,0,0,0,0,0,10590,7371,11341,10590,11000,7371,2650,9081,11509,10686,5886,11514
88,10295,0,0,0,12482,12482,10321,935,935,10295,10295,10295,0,1,2,3,4,5,6,7,8
8715,13611,13610,11101,11100,11099,11186,3073,1638,10297,13610,11229,13611,11186,11098,11099,13610,11100,0,1,2,3
2073,1588,0,0,0,0,0,0,0,11514,11514,10773,10791,0,1,2,3,4,5,6,7,8
9906,9425,0,0,0,0,0,0,0,13615,13829,14084,13829,0,1,2,3,4,5,6,7,8
18299,11078,0,11078,8871,15286,15286,15221,15227,15228,15222,9209,15232,15175,8871,15222,15099,15255,15257,15233,6585,14682
10891,544,4865,10927,1679,10927,535,167,8055,5260,10337,535,10927,535,5260,0,1,2,3,4,5,6
7948,8085,0,0,0,0,0,0,0,0,0,4330,12652,4723,0,1,2,3,4,5,6,7
16807,2463,15069,15073,15074,15052,15068,15068,15050,14981,2461,15119,6488,15068,15117,2461,15119,15050,0,1,2,3
505,3740,9769,9769,8891,8891,8109,1101,7372,3989,3870,10810,2937,3870,3989,14589,7372,2950,0,1,2,3
6911,13536,12640,12640,3883,3883,12642,12643,12643,12641,11091,12642,12641,12642,13536,3883,12640,3869,0,1,2,3
6252,5686,0,0,0,0,0,0,0,0,15873,15873,15873,0,1,2,3,4,5,6,7,8
18545,15299,15222,15250,15264,10021,10021,14432,15663,14432,10021,10049,15129,15679,15263,15221,15138,0,1,2,3,4
5456,7326,4872,2305,7326,11502,4872,4871,4874,4873,2305,7326,4873,0,1,2,3,4,5,6,7,8
16475,15101,15101,15012,15012,9220,8039,12529,13723,13720,2100,15122,13711,14326,14142,9781,10477,13723,13424,13612,15169,15012
11311,13810,0,0,0,0,0,0,0,0,0,13825,2905,13825,13805,13804,14197,0,1,2,3,4
10086,80,0,0,0,0,0,0,0,0,0,80,80,0,1,2,3,4,5,6,7,8
17339,15034,0,0,0,0,0,15172,14885,15136,15137,15030,15137,15186,15172,15123,15187,14885,15136,0,1,2
8581,11584,0,0,0,0,13425,13424,13426,11670,10790,10790,13426,11584,0,1,2,3,4,5,6,7
6509,14003,0,0,0,0,0,0,0,0,0,11076,11076,12529,0,1,2,3,4,5,6,7
24,3667,10732,10732,10732,10732,6893,9659,10532,10532,9781,9781,10732,9781,12535,4093,3767,10532,0,1,2,3
1377,10616,0,0,0,0,0,0,0,0,10385,10385,10739,10777,0,1,2,3,4,5,6,7
6077,11063,0,0,0,11598,11064,12235,11584,11584,12265,12030,11598,11584,11064,0,1,2,3,4,5,6
11091,11064,0,0,0,14304,14318,5613,11514,11513,14147,13828,14318,14304,10686,5613,11514,0,1,2,3,4
9978,13679,13790,13723,13679,13738,14309,14149,13790,13790,13723,13738,13679,13790,13738,14309,13723,0,1,2,3,4
11152,14201,14206,14201,14203,14232,14231,14202,14326,14338,14202,14232,14206,14201,14238,14202,14231,14232,14205,0,1,2
2178,11514,0,0,0,0,0,11513,11513,11513,11513,11514,11513,10686,11514,0,1,2,3,4,5,6
3224,11382,0,0,0,0,11382,11557,2287,10614,11382,11382,11382,0,1,2,3,4,5,6,7,8
6707,9961,0,0,0,0,0,12494,13534,12494,13534,8996,1264,13781,13534,1255,5612,14641,2768,9047,0,1
10362,12017,0,0,0,0,0,0,0,0,0,13827,13722,0,1,2,3,4,5,6,7,8
108,6809,12791,12791,6809,6809,6849,6849,6841,6849,6849,6809,6849,12791,0,1,2,3,4,5,6,7
16473,12265,14672,14572,6036,14997,13405,14975,14768,13406,14743,2382,14975,0,1,2,3,4,5,6,7,8
1293,10747,10795,2521,9289,10616,10616,10616,10807,10794,9700,2309,10691,10747,10794,10764,10692,10690,10795,10766,10574,10491
16903,7962,0,0,0,0,0,0,0,8673,8179,8673,8179,0,1,2,3,4,5,6,7,8
12444,14404,14613,14591,14646,14571,14353,14536,2383,9050,11157,13425,9050,14627,0,1,2,3,4,5,6,7
1646,9112,0,0,0,0,11514,10791,10990,9102,11513,11514,10686,11513,11514,0,1,2,3,4,5,6
9399,13717,0,0,0,0,13714,14076,13717,4710,13714,14076,13715,13717,14067,0,1,2,3,4,5,6
13688,14297,0,0,0,5191,5191,5150,5162,5161,5143,2173,3041,14029,4822,13570,2981,2871,6772,1021,355,11598
10608,13679,0,0,0,0,0,0,0,0,0,13679,13686,14076,12028,13738,0,1,2,3,4,5
3418,11188,0,0,0,0,0,0,0,0,11101,11101,11101,11187,0,1,2,3,4,5,6,7
9197,13686,0,0,0,0,0,14224,10982,12624,14483,13679,10982,14483,13686,11069,11209,13818,13680,14224,3220,3129
724,3231,2511,2511,1878,6605,6605,10809,9421,2681,2681,3231,3231,0,1,2,3,4,5,6,7,8
1958,1728,0,11056,10927,10927,10923,12116,12116,1751,10,1759,10923,10,1744,0,1,2,3,4,5,6
11896,5618,0,0,0,0,0,0,14326,5613,5617,10790,14304,14318,5617,14326,10686,5613,0,1,2,3
9441,11584,0,0,0,0,9279,9279,13426,13538,13426,9279,13426,0,1,2,3,4,5,6,7,8
17655,14306,6488,6482,14306,15808,12199,14374,2462,15162,6488,14374,2465,2462,6488,15031,15116,15139,0,1,2,3
7826,9821,0,0,0,0,0,0,0,13561,10312,12642,13672,3767,12535,10312,0,1,2,3,4,5
3252,2059,8327,11752,8327,10701,10701,10702,10704,10702,10704,10703,11041,8327,10702,2059,10703,10704,10701,0,1,2
6673,8880,12037,10406,133,132,10380,1837,10726,558,1683,7195,13298,6657,0,1,2,3,4,5,6,7
15409,15091,0,0,14915,14799,14892,14930,14925,14915,14891,14484,14799,14892,14915,14927,0,1,2,3,4,5
7377,10777,10421,6475,10777,10777,2827,2882,12041,10321,9285,8307,8307,0,1,2,3,4,5,6,7,8
15704,8407,0,0,0,0,0,0,0,0,0,8330,8579,0,1,2,3,4,5,6,7,8
14907,11598,0,0,0,14764,14736,14736,14584,11064,14942,14123,14764,0,1,2,3,4,5,6,7,8
17767,13714,0,0,4588,14423,14448,15257,14630,13560,5817,11185,14455,11185,13611,5817,13560,14448,14630,0,1,2
12071,14578,0,14578,5878,14580,14577,14578,14580,5878,14580,14577,5878,14627,14578,14626,14555,14580,14572,2384,14577,2383
15822,9110,0,0,0,0,0,0,3168,1540,4591,11366,9111,9122,11366,0,1,2,3,4,5,6
5326,2548,0,0,0,2547,2540,5615,2547,2540,5615,2548,2548,0,1,2,3,4,5,6,7,8
1764,10575,10575,10575,10575,10581,1786,10581,1788,10581,1788,10575,10575,10581,0,1,2,3,4,5,6,7
6254,12027,0,12030,808,11598,12027,3086,3080,11341,12027,11598,11598,11559,11064,12027,0,1,2,3,4,5
7560,12641,0,0,0,12642,12641,12535,12535,12639,3129,12624,12642,12641,12640,3883,13536,12643,12535,3869,0,1
17114,14768,6753,4808,8965,15667,6131,14890,10296,6131,6131,14890,6065,14890,14889,6131,0,1,2,3,4,5
7497,13558,12224,12482,12507,2079,13609,13558,11098,11102,12507,11098,12507,11100,11098,12224,11102,13610,10745,13558,13609,0
2936,6216,0,0,0,0,0,0,8174,11511,2814,11547,2814,3193,0,1,2,3,4,5,6,7
8316,11098,0,0,0,0,0,0,0,0,0,13997,13997,7645,4742,13815,0,1,2,3,4,5
9487,8339,11598,14916,10790,14916,14099,14107,14088,14107,14916,14099,14107,0,1,2,3,4,5,6,7,8
16503,15055,14471,14960,10908,14903,15020,15025,15029,15097,15067,15067,15020,15098,14926,15067,14892,14927,14799,14862,15070,0
6978,11669,0,0,0,0,0,0,12264,11583,1988,12636,12642,11583,11882,12637,11227,11669,11219,11220,11092,12264
6715,11206,0,0,0,0,0,0,0,9329,3380,3381,9329,8881,3168,8095,11996,12037,11565,3381,0,1
18155,15264,15800,15241,15800,15241,15241,15800,15300,15299,15252,15253,15299,15241,8310,0,1,2,3,4,5,6
16128,15093,0,0,0,0,15020,15020,15025,15029,15019,15042,15020,15019,15033,15042,15029,15093,14988,0,1,2
6602,9036,0,0,0,0,0,0,3228,4315,10142,10576,10142,13422,0,1,2,3,4,5,6,7
1571,6859,0,0,0,0,6729,6729,6888,12789,12967,13177,13200,13182,6864,13195,6859,12790,0,1,2,3
8898,13406,13705,13686,14224,13680,12640,12642,14222,11882,13588,13717,13711,13686,13705,13706,13717,13818,0,1,2,3
683,10263,0,0,0,0,3944,9315,9315,1551,12610,7273,1617,3932,0,1,2,3,4,5,6,7
7078,11669,0,0,0,0,0,0,13536,12642,9781,11882,12642,9781,11882,11092,12641,13536,14033,11091,0,1
1836,11507,0,0,0,0,0,0,0,10798,10798,11507,10798,10797,0,1,2,3,4,5,6,7
3151,3164,0,0,0,0,0,7463,9344,8335,12932,13349,13349,0,1,2,3,4,5,6,7,8
7996,13536,0,0,0,0,0,13536,9821,9593,12643,12028,1990,10982,13536,12641,12643,9596,4093,9079,12642,11882
15898,15052,0,0,0,0,0,0,14930,14800,14919,14926,14929,14926,14930,14919,14891,0,1,2,3,4
12426,11365,0,0,0,0,0,0,9093,9106,11366,11366,11366,0,1,2,3,4,5,6,7,8
17076,5246,15098,14646,15177,15019,9454,2600,7971,6634,15256,15160,15255,15248,10352,15020,13723,15187,8871,15019,10355,15173
10142,14276,0,14251,14248,14126,10299,13714,9204,11185,9772,14564,12638,14278,12230,9338,0,1,2,3,4,5
13126,14680,0,0,0,0,0,0,15038,14906,14680,14422,14680,14906,15038,0,1,2,3,4,5,6
12080,14584,0,0,0,0,0,0,0,0,0,14572,14572,14627,14626,14584,0,1,2,3,4,5
15833,14215,0,0,0,0,14983,14629,11186,13609,14251,10360,14629,14983,11186,14984,11098,10360,13713,11189,14025,0
11642,11000,0,0,0,0,11000,11387,13407,12030,11000,11387,11387,11000,0,1,2,3,4,5,6,7
775,8579,9338,7827,11590,5632,2212,7288,7288,5958,406,11590,11590,0,1,2,3,4,5,6,7,8
12919,15063,0,0,0,0,0,3535,12609,8027,15063,13322,15063,0,1,2,3,4,5,6,7,8
7930,3283,0,0,0,0,0,13504,3283,6527,3283,10454,3283,12726,0,1,2,3,4,5,6,7
15965,14983,0,0,0,0,0,0,0,0,0,14632,14629,14632,14984,14630,0,1,2,3,4,5
7010,12643,12006,3869,10906,10616,12005,12007,12643,12006,3869,12005,11069,3869,0,1,2,3,4,5,6,7
17775,15100,0,0,0,0,0,0,0,14995,15234,15264,8871,15129,15234,15136,14885,0,1,2,3,4
3863,4131,0,0,0,0,13652,13650,13656,13658,12576,13477,11028,13477,13656,13646,0,1,2,3,4,5
15052,14869,14862,14862,14869,14861,14862,14877,14869,14861,14877,14862,14862,14869,14873,0,1,2,3,4,5,6
13296,14183,14183,14741,14462,14741,14187,14187,14183,14183,966,14187,966,14183,0,1,2,3,4,5,6,7
6851,11064,10553,10553,11584,11598,11064,11064,11598,11514,11514,11598,11598,11584,11064,0,1,2,3,4,5,6
4112,4659,11099,11098,11186,3756,11010,4659,4645,1135,1143,11010,11563,10412,12482,10440,5215,11008,7302,0,1,2
10770,11514,0,0,0,0,0,0,0,0,0,12642,12642,13536,12641,0,1,2,3,4,5,6
2519,3220,10906,3220,3220,3220,10794,10312,3220,10906,3220,3220,3869,3220,10312,3129,0,1,2,3,4,5
9239,13826,0,0,0,0,0,0,0,13417,13826,13411,13411,0,1,2,3,4,5,6,7,8
9002,10449,0,0,0,0,0,0,13573,13573,10449,10450,10449,0,1,2,3,4,5,6,7,8
14639,6129,0,0,0,0,0,0,14939,14925,14891,14802,14939,14891,14865,14889,6065,6131,0,1,2,3
11422,13424,0,0,0,0,0,0,0,14409,13425,13418,13424,13425,13418,13423,14409,0,1,2,3,4
9731,10553,0,2129,11006,13405,10790,3945,13406,5613,2129,11006,14304,11598,11006,14318,10790,11514,2129,5613,12265,11584
1213,3722,8580,3722,3722,8580,9601,9601,3722,3722,3722,3722,6207,8580,9601,0,1,2,3,4,5,6
13145,14088,0,0,0,0,13423,5617,13405,14318,14672,10620,10620,0,1,2,3,4,5,6,7,8
9211,10339,0,0,0,0,0,0,13538,13690,11053,10562,10562,13690,13701,13716,11053,14249,0,1,2,3
7631,11193,0,0,0,0,12529,12624,10752,11193,1990,12624,13582,12529,11193,12028,12624,11077,13536,11092,12642,1990
3140,11684,0,0,0,0,11684,11022,11092,10792,558,5631,11513,11026,10792,10614,10292,10395,9781,10768,9596,2536
2570,11513,0,0,0,0,0,0,0,11514,11514,11514,11513,11514,10686,0,1,2,3,4,5,6
4027,3740,2061,3989,3989,3989,2939,2937,2947,2406,4365,4366,4365,0,1,2,3,4,5,6,7,8
8186,18,0,0,6426,4329,6426,4329,6426,2875,5496,8572,2162,6941,2875,4589,10761,10708,1373,9891,10745,3012
12434,14553,0,0,0,14626,14627,14626,14566,14553,14566,14536,14536,14566,14627,2383,14484,2384,0,1,2,3
11215,8579,9601,6208,8579,9649,11075,11075,11075,9649,8579,11740,6208,8579,0,1,2,3,4,5,6,7
13800,14799,14927,14915,14799,14799,14912,14912,14910,14912,14799,14910,14799,14912,14927,14915,0,1,2,3,4,5
18029,14880,0,0,0,0,0,0,0,0,15261,15257,15261,15257,14880,0,1,2,3,4,5,6
13738,14690,0,0,0,0,0,0,14767,14689,14648,14693,14767,14734,14648,0,1,2,3,4,5,6
544,10391,6979,6480,10391,10390,10391,2847,10391,8198,10391,5847,10391,0,1,2,3,4,5,6,7,8
9826,13803,0,0,0,0,0,0,13723,13831,13810,13679,14309,13810,13831,13738,13825,0,1,2,3,4
15236,80,80,3031,1467,797,80,80,6643,1358,3184,6393,80,0,1,2,3,4,5,6,7,8
18270,15273,0,0,0,0,15261,15543,15587,15588,9764,4568,15588,0,1,2,3,4,5,6,7,8
18464,14081,0,0,0,0,15109,2173,5361,14945,9036,14084,9036,15126,15189,13802,14491,0,1,2,3,4
8910,11749,10588,14844,11191,14483,3129,9171,2745,3133,9283,3667,3667,10982,11191,11209,9368,4093,0,1,2,3
2856,2422,0,11082,8055,10805,2098,10389,1499,12673,7800,2007,10389,8055,1248,11082,13534,10146,1499,4302,7800,10150
9975,13734,5197,1982,14461,12265,10790,6747,12436,13698,10362,13735,13774,5929,13735,0,1,2,3,4,5,6
3812,11185,11099,11102,11099,11099,11100,11099,11185,11102,11102,10320,11100,11102,11098,11099,11186,11101,0,1,2,3
8193,12041,0,0,0,0,0,0,0,0,0,11230,12225,11230,12126,12128,12041,12224,0,1,2,3
13500,14309,14671,14309,10291,10394,10395,11193,11882,2382,14735,14671,14671,13582,11193,14735,13723,1931,2382,9781,11092,9583
13129,9055,0,0,0,9055,14765,9055,14173,14696,14695,14129,14684,9055,9067,6497,0,1,2,3,4,5
18434,15692,0,0,14880,14879,15257,15234,15286,15233,15232,15866,14879,15233,15866,15286,14880,15234,0,1,2,3
2586,11513,0,0,0,0,0,0,11514,11514,11514,11514,11513,11514,10686,0,1,2,3,4,5,6
1634,10690,0,0,0,0,0,0,0,0,10566,10566,10566,0,1,2,3,4,5,6,7,8
3231,11005,8417,11573,11573,10745,11573,11573,11000,10709,11005,11005,11573,11005,0,1,2,3,4,5,6,7
10247,3667,0,0,0,0,11922,10741,10896,11750,11749,3667,3667,11562,11508,11749,10680,11561,0,1,2,3
17795,15233,0,0,0,0,0,0,15233,14880,14880,10055,15233,14974,14880,15257,0,1,2,3,4,5
11280,13821,0,0,0,0,14142,14147,14405,13803,2987,2015,13705,14147,14405,14224,13810,13738,14587,12640,13710,13828
6365,12015,0,0,0,0,0,0,11367,12619,2006,8365,2006,0,1,2,3,4,5,6,7,8
1945,10591,0,0,0,0,0,0,0,0,10578,10591,10591,10578,0,1,2,3,4,5,6,7
18735,14353,0,0,0,0,0,0,14899,14974,14592,14745,14745,15068,14555,14899,14900,14974,0,1,2,3
12383,9834,0,11654,12016,14224,11561,13612,13612,11585,13613,10401,13613,11655,11654,13612,0,1,2,3,4,5
13580,14802,0,0,14764,2905,14904,14797,14889,14802,14802,14802,14797,14889,0,1,2,3,4,5,6,7
11207,13416,0,0,0,0,0,0,13416,3870,11402,13811,13417,3870,11402,13811,13416,0,1,2,3,4
630,3285,9372,378,9781,10751,10615,10615,10751,10487,9701,9701,10487,9701,11557,0,1,2,3,4,5,6
14862,9329,0,0,0,0,0,0,9329,13815,9329,13999,9329,0,1,2,3,4,5,6,7,8
9107,10811,7775,6264,10677,10811,8296,12225,8540,2206,8540,8296,8296,0,1,2,3,4,5,6,7,8
17986,7179,0,0,0,0,0,8971,8971,15855,1086,10754,10754,0,1,2,3,4,5,6,7,8
476,10712,10712,8448,6476,8475,9373,10302,10746,10781,10746,8448,10746,0,1,2,3,4,5,6,7,8
16172,2465,2463,15035,15032,15169,15122,9781,14931,2462,15116,15162,2465,6488,15162,2462,15116,15139,0,1,2,3
18735,15506,14129,14769,15588,14231,15212,1713,3179,2034,15540,15581,15212,15271,5692,15540,0,1,2,3,4,5
417,10803,0,0,0,0,10731,10731,10731,9332,10803,10803,10731,10744,0,1,2,3,4,5,6,7
7937,348,0,0,0,0,0,12489,7934,155,14140,12564,8911,0,1,2,3,4,5,6,7,8
446,10425,6489,6489,12465,3623,3622,3567,3570,9355,9358,13385,9358,0,1,2,3,4,5,6,7,8
15902,14147,14642,340,14642,14898,14974,14897,14900,13424,13418,14900,14900,0,1,2,3,4,5,6,7,8
1785,10918,0,0,10913,10913,10918,10918,10483,3231,6106,10913,10913,0,1,2,3,4,5,6,7,8
16269,2465,0,0,0,0,0,0,0,0,15119,15162,2465,15116,2462,15139,15162,0,1,2,3,4
6983,12640,0,0,0,0,0,0,0,13536,12640,3883,3883,11882,12642,13536,12640,0,1,2,3,4
19101,13811,0,0,0,0,0,0,0,0,0,13693,7362,14938,14243,14234,14882,13693,5242,14663,5207,10305
13015,14913,14886,14921,14474,14939,14921,14934,14921,14939,14926,14610,14932,0,1,2,3,4,5,6,7,8
9431,3777,0,0,0,0,0,0,0,0,0,1339,1591,9819,0,1,2,3,4,5,6,7
9413,3055,11288,11287,11289,11290,11288,4631,4896,1489,1486,3056,11289,11290,11287,2367,0,1,2,3,4,5
5362,5767,0,0,0,0,0,0,0,8331,10692,5771,9330,8321,5381,10528,10750,0,1,2,3,4
8548,4941,14224,13680,13711,13720,14222,11882,13701,13774,2936,2905,13774,2905,13734,13701,13772,14227,0,1,2,3
