0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
15664,13151,12826,12281,13268,13151,13301,14964,14992,12004,13268,6938,1663,14992,13159,10877,2182,6930,13840,181,6793,12779
5400,7334,6475,8485,11100,8475,8475,1233,6477,11102,11102,7334,9373,11100,11099,11102,6590,11098,11185,7335,6476,10424
16584,14983,14983,14993,14984,14631,14630,14629,14983,13733,14036,14560,14629,14984,14983,14632,14993,14630,14631,14560,14961,14898
5261,1470,0,0,0,0,6549,1450,1470,7157,6549,1470,1450,7884,7157,6549,1120,6531,1470,12473,1101,10304
12970,10581,0,0,0,0,0,0,10580,10581,13440,10580,13440,10580,13433,14582,10592,10578,1790,10576,4085,3130
7423,10092,2079,260,12630,2598,2597,2598,12265,8621,10135,10103,10086,10135,2598,5995,2129,10103,11598,3084,10556,14227
15892,5575,11291,12490,11279,11281,11249,11291,5701,11294,11264,11267,11281,11291,11279,11294,11264,14187,11284,11285,558,11304
3503,2610,0,0,2610,2992,2615,2616,2610,3087,2992,2610,2610,3087,2614,2992,2616,11179,11376,571,2615,558
6116,11064,0,0,0,0,0,0,0,10777,10777,2882,10777,2882,8307,10321,12224,9285,13401,10739,11562,5628
15133,14936,0,0,0,0,0,108,9180,132,14272,132,14272,132,10406,15214,138,10380,8582,9180,108,136
16374,6488,0,0,15122,15192,2463,2461,2463,15122,15192,6482,15192,15139,15178,2463,6482,2461,6488,15169,15117,15162
18650,13713,13713,14457,12229,13713,14629,11186,11205,7585,1746,5480,7585,5480,2506,13713,12229,14629,11205,15136,11186,14457
639,2141,0,0,0,0,0,0,9781,9781,2141,2141,8570,9781,9596,10491,10906,8968,10377,1990,10990,2141
8912,8286,13613,13615,11655,11654,11578,11655,13411,13615,2639,8288,13613,11655,9208,11654,3870,3122,11598,11670,10778,13411
5366,1097,0,0,2067,1097,2067,1097,7900,7801,1259,7900,1097,7900,9311,7801,1259,2067,1000,9194,2536,11341
11694,1111,0,0,0,0,0,0,0,13817,1797,3383,1797,2360,3386,13817,6893,8312,13697,7800,9698,9023
1005,5119,0,8041,8041,12149,7587,7916,6734,5348,9763,2181,10355,5348,11557,12529,11340,11005,10290,2338,10487,8039
10182,14138,11513,14217,14201,14141,14138,14304,14138,14217,14304,14217,14138,14142,5613,14231,14589,14238,14217,14203,14206,9455
598,4326,4131,4131,4133,12217,4132,4324,4139,4325,4325,11341,8465,10751,3495,11341,8469,10800,6443,3399,10724,8491
3928,5440,0,0,0,0,6468,10976,5440,694,7306,10976,10976,694,6764,2164,2811,5674,12963,13709,9213,9338
15453,14444,0,0,0,0,0,0,14444,11102,14452,14455,14452,14443,14444,14455,11102,10424,14448,11098,643,14983
6954,3883,12005,10504,10612,7419,12643,14034,3133,11069,10785,3220,3220,3133,10982,3129,3869,9368,3001,10906,11091,14033
6840,11092,10394,12030,11063,12027,11585,6490,11882,11669,9781,12535,11398,10394,9781,10395,12233,11882,12529,11193,12535,6490
15135,13752,0,0,0,0,5824,13752,13753,13753,7799,5834,5834,13753,5824,11996,13794,15189,7799,15105,14081,3167
17615,6580,0,0,0,0,15136,15186,14885,6646,2556,2555,6580,15177,7203,15634,15123,6488,15186,6646,15542,15136
6401,13413,0,0,13413,13413,14156,14155,14159,14159,14158,14155,14155,1803,2536,14156,13719,7419,12437,11029,13371,13413
7877,12541,12541,12010,2836,10529,2835,13615,12153,10792,13536,9208,9208,2293,2056,2896,2932,2836,10751,3220,9442,5625
15715,14632,0,0,0,0,0,0,0,0,0,14983,14984,14629,14983,14631,14632,14630,14987,11098,14993,14961
3863,4131,0,0,0,0,13652,13650,13656,13658,12576,13477,4130,15220,1297,12576,1205,15074,48,5515,1859,11834
13987,14933,14928,14799,14912,14910,14913,14892,14912,14799,14915,14928,14799,14915,14928,14910,14913,14892,14912,14927,14484,14903
1198,9118,0,0,0,9112,9110,9102,9103,9103,9110,9102,9110,9112,11365,9103,9111,11366,9118,11367,9120,9105
2016,1849,0,0,0,0,0,0,2188,2188,1848,1842,1842,2403,3009,1840,1849,2188,13432,1847,11965,2998
12534,14607,0,0,0,0,0,0,14572,14626,14592,14344,14592,14344,14566,14627,14604,14607,14484,14584,14486,13696
3633,11186,0,0,0,0,0,6476,6475,8448,6477,11185,6477,8448,11098,10746,6475,11185,12227,11102,9373,8485
14379,14892,0,0,0,14926,14930,14892,14592,14592,14079,2870,2870,2500,14892,14592,14345,12692,13767,15073,15742,13789
9475,10296,0,0,0,0,0,0,0,0,0,10311,2905,5630,13772,2471,10353,13698,10311,5230,11207,13735
9953,13612,0,0,0,0,14081,13612,14081,11193,9334,14081,14081,13828,13829,13723,11996,11562,11655,11809,13717,13738
9355,10562,0,0,13425,13423,13417,13411,12402,674,11749,10607,13416,13423,6029,11228,13425,11858,13407,11759,11402,14483
9543,5603,0,0,0,0,0,0,0,0,0,7390,5603,14577,7390,5530,14576,11511,7568,8077,2901,9070
17895,15530,0,0,0,0,0,0,0,0,11556,11556,11556,15860,15530,1613,14879,15631,11558,5204,6155,15754
18159,15030,0,0,0,0,0,0,0,0,15029,15034,15030,15042,6219,15029,15173,14718,15033,15020,14572,14626
13188,5826,0,0,0,9042,7961,2021,2229,9142,9456,14302,9142,13828,7961,8953,14302,14217,14584,10751,9042,10763
14750,13680,14483,11069,13679,14309,13686,11671,13614,9208,12535,12242,3869,9054,11069,13680,12006,12640,13686,13536,12642,12541
13700,9067,9067,13433,14696,14697,6494,14670,9063,9055,14908,14684,14697,14771,14684,14696,9067,14765,9063,14670,6494,14652
13565,14327,0,0,8568,14230,8568,14230,11064,11598,5928,3536,11598,3536,11064,14578,10790,11584,14230,12027,12030,13426
6231,5051,0,0,0,0,0,0,0,2400,4006,7452,946,7452,1134,7645,11773,2427,1339,1144,1458,4911
10048,2681,0,0,0,3535,1258,10143,2681,2808,3535,10143,3231,10143,2681,2808,2657,3535,986,10923,997,2966
8239,13399,12482,10739,2340,4667,10320,2604,2313,2079,8330,9587,13559,13399,13609,9587,8330,12126,13610,8556,12129,4725
2541,10621,11513,11514,11494,11000,10620,10620,10683,3350,10687,10621,10683,10620,10621,10900,11494,11513,11514,10687,10686,11006
471,10752,0,0,0,0,0,6567,7667,10799,10574,10794,10750,4302,10794,9079,10747,10803,9781,10906,2893,12535
18624,8871,0,0,0,0,0,0,0,0,15233,15222,15237,15250,15222,8871,9093,15018,15264,15263,15020,14897
7272,10394,0,0,0,0,0,0,12642,10566,10568,10570,10570,10566,10569,10568,10707,12505,10438,3041,3909,10482
445,10501,0,0,0,0,0,10926,10501,2295,10501,2295,3230,10501,2295,10877,13256,1154,10815,6908,15216,11480
7838,4725,10739,2079,11002,2046,3122,10751,13428,13609,11098,2216,11098,11002,11881,13609,11882,5620,2046,10751,9369,10615
15353,15728,0,15728,8860,9719,12507,15728,9719,8860,12507,9719,4711,9719,218,8860,8579,4714,5515,15728,9592,12507
6491,11218,6490,8078,10395,11882,10394,11588,11382,11219,11219,11221,6490,10394,11882,10395,11091,11557,11220,9777,9583,11219
15109,2107,14357,14359,6662,14359,552,7378,12669,552,6662,5911,552,6662,12669,13829,14537,10296,14973,720,10718,14578
12788,9287,0,0,0,0,0,0,0,0,0,9122,9085,9120,9122,11366,9111,9084,15202,9105,14366,9121
16918,6622,0,0,0,14692,11565,6622,11565,7398,1577,14692,11565,14692,6622,13848,11529,15372,12399,13219,3463,9629
152,10486,0,0,0,9700,9700,10289,10235,10235,10235,9420,10490,10289,10491,10235,9420,9700,10477,10394,9781,10488
16634,15055,0,0,15073,15080,14570,15051,15013,14571,14570,15049,15008,15013,15051,15082,14570,15029,15069,5876,15042,15096
15642,15098,15098,14627,14626,15070,15055,15026,15092,15070,15091,15069,15067,15097,15070,15055,14915,14892,14927,14579,15026,14799
13511,14202,6497,14664,14664,14695,14695,1374,14129,5505,14206,14201,14661,14664,14771,2344,14182,14696,11358,14095,14717,9067
14348,14877,14873,14881,14877,14878,14878,14877,14873,14881,14881,14933,14881,14873,14878,14875,14877,14749,14933,14869,14861,14862
15845,14900,0,0,0,0,0,0,0,14944,14944,14901,14944,14996,14979,14983,14994,14901,14984,14881,14630,14899
6954,11076,6249,6250,2650,2651,10982,9368,11209,3133,11091,9283,9368,11209,3133,11091,6250,2650,11092,9283,10982,2651
8407,3794,0,0,0,0,11991,11991,3773,1046,1046,1046,3614,1046,3796,3613,1045,991,7906,11344,11991,3537
17276,15031,0,0,0,0,0,0,0,0,15177,15171,15177,15171,15123,15187,15190,10352,2600,15098,15031,14372
12391,14559,0,0,0,0,0,0,14307,14292,12776,12960,12776,11344,6841,13411,2750,9171,10486,9420,11279,12156
1322,10569,9786,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10570,10566,10707,10438,9110,10731,13441,3041,1585
9652,13826,13825,13810,13826,13811,13824,13824,13824,13714,9338,13831,13825,13824,13826,5665,13810,13831,13811,13710,13686,13809
13956,14688,0,0,0,0,0,14688,14767,14648,13794,7867,14688,14767,14538,14648,14878,2160,14660,14734,1241,14770
15551,13572,10150,10927,7776,2657,7776,10146,10146,10147,10146,13572,10147,7776,7777,10927,4571,4302,2657,10146,2466,7768
6624,10436,3455,13070,3455,13629,3037,10436,835,12986,12986,3037,3037,12986,3637,10436,12670,3736,10940,4599,10568,10732
15731,11314,14473,9188,1848,1843,11309,11311,11314,11309,14979,14944,2500,14944,14979,11311,11316,11309,12726,1837,10454,2673
16659,15052,0,0,0,0,0,15119,15117,2461,2463,15119,15117,2461,15119,6488,14891,14929,2465,15162,6482,15139
9305,5929,0,0,0,0,0,13720,13720,13818,13705,5929,13818,11053,14222,13736,13715,13712,13710,13809,13717,13735
13698,12150,0,0,0,0,0,0,0,0,14624,14624,7768,14567,14624,14584,14241,8055,14554,7867,4865,10928
3070,7100,0,0,0,11510,7293,7741,4468,128,4458,128,128,9003,2545,6610,4458,10897,19,8891,11510,10687
16225,12225,0,0,0,0,0,0,15072,5896,6603,9642,15072,15430,11504,364,9642,13433,12225,1667,14977,15186
18660,1843,0,0,0,0,10927,2872,1238,1878,15607,7229,1878,2681,10927,7228,6178,13940,2593,798,5260,11552
10564,2448,12495,11540,11539,2374,11540,9250,11540,6657,12975,1637,12975,1637,2443,4807,14332,10897,15220,6657,9251,12829
14280,5372,0,0,0,0,0,0,0,0,0,2497,564,572,6887,5672,9771,1586,6625,2786,4819,15033
431,10750,4119,4119,10799,10799,10688,8568,4119,10690,10799,10752,10764,10688,10794,10752,10689,10802,10690,10750,4119,10578
13145,10620,10620,14088,10620,14672,10620,14088,10620,14672,10620,14088,10620,14469,14088,14672,14316,13835,8968,14326,14304,14334
9631,1605,0,0,283,11225,10757,14073,14215,9202,10744,10744,283,14073,10757,14076,9202,14471,10744,11225,282,6470
16787,13860,15166,1250,14101,14744,14179,14736,13694,14869,11371,4386,4386,14180,11598,14764,3024,14487,12027,14179,15156,14743
14721,14881,14881,14873,14749,14881,14749,14875,14877,14749,14873,14878,14881,14873,14875,14749,14878,14877,14933,14869,14861,14862
17296,6488,0,0,0,0,0,0,0,0,0,6488,6488,6482,15139,15031,15117,15162,15119,2465,15032,2462
1979,2691,2770,10404,10406,10411,133,2770,133,137,10380,2691,2691,15214,10380,10411,10406,1195,10378,137,14272,136
4206,11185,0,0,0,0,0,0,0,11098,11100,11102,11185,11098,11100,11102,11099,11101,6565,11186,11190,11187
17274,2465,15139,2462,2463,15119,15162,6482,15139,2461,2463,15117,2461,15117,15119,6482,6488,15031,2463,15139,15053,15178
5540,12265,0,0,0,0,0,0,5602,11072,11192,10692,10692,1991,10394,12227,10491,11889,11076,10770,11192,10905
13880,13735,0,0,0,0,0,0,0,13698,13698,13701,13701,13772,13698,13735,13694,14227,11207,5929,13774,2936
2402,9245,0,11514,11514,11514,11514,11514,11513,11513,11000,9772,10686,8569,11000,8465,11514,11563,8621,11008,10620,11513
11983,2383,12028,14406,1990,14141,11076,14204,14373,10490,11791,2565,11791,14292,9132,14271,2376,2015,12642,14307,14171,14572
15335,10923,10927,10927,10923,2509,1690,10927,1690,10927,10923,2509,10927,9597,5230,6553,10923,6635,10237,2334,8298,5120
11448,12005,14224,13536,11076,6604,9208,9171,10686,13423,10949,14407,13536,3869,12643,14033,13423,11069,12642,12639,14224,13672
4402,3376,0,0,1132,1805,1804,1133,1132,8469,3640,3641,12912,3640,13354,9587,3166,12770,9057,6942,9761,9087
7016,11189,748,8440,751,795,8430,8431,8433,8441,10787,8473,8473,2814,795,11186,291,8433,9585,10787,8440,9601
16001,2618,0,0,0,0,14630,14036,14987,1988,14036,2558,14983,14631,14984,11098,14332,14630,14632,14126,14629,11511
7341,11185,0,12636,13560,13560,13560,11185,11185,12227,12227,12227,12227,11185,2814,10776,11186,11204,11098,9204,10299,12230
13391,14717,14578,8461,14876,14919,4968,3104,14075,4968,14695,9067,14890,14865,14696,9067,14926,14919,14904,14652,14905,14799
436,4364,0,0,0,0,0,0,0,0,3042,4367,4367,2806,14562,11820,10449,10454,10425,10541,3910,9265
13862,14664,14684,14696,14745,10797,11358,9063,9067,9055,9063,6497,9067,9063,14696,14661,14695,14664,14765,14684,14697,9055
13102,5259,14735,14694,14318,5613,14694,3767,9781,12529,2280,9151,5618,14997,14735,14318,5613,14694,14672,14090,14326,2382
1973,11748,0,0,0,0,0,0,0,0,0,10925,10925,10909,10587,10751,10903,12154,12391,1677,13534,14906
17364,15209,14681,10290,14373,8871,3001,13781,14337,14792,14225,5338,14555,8582,14686,14920,5338,14877,14337,5618,14718,15042
7040,11227,0,0,0,0,0,12634,11227,4667,11203,12634,12634,12644,5308,12126,5073,12652,13560,5260,4667,13408
4418,3870,0,0,0,0,0,11206,3870,11561,3989,11402,3870,11402,11562,11508,11750,12207,11933,2738,10680,11561
11721,12637,14571,2383,14573,14484,14553,14484,14613,14615,12149,14610,2383,14610,14579,14486,14626,14613,12149,7587,14611,14534
12826,12442,12442,4496,4350,1741,4349,4344,7601,3497,4496,4350,1741,4349,363,4496,379,4350,4462,350,4355,7584
13137,6855,14471,11189,14471,11189,11189,14471,14215,14215,13094,13095,13095,14584,5911,14104,15033,14609,14560,14332,11511,15022
5317,11982,11982,10672,11068,3536,11982,11068,11067,2938,12264,9188,2947,11067,3536,4118,2939,2944,2948,11066,11982,12242
498,5766,0,0,0,0,0,0,8833,10485,12483,9120,9122,376,7171,9089,12483,9105,12650,9121,9120,350
2726,11514,11514,10686,10686,10686,10621,11513,11514,10686,9016,11513,10686,11514,11513,11494,8621,11006,10620,10185,11000,10553
4347,6688,0,0,0,0,0,11478,11479,6688,11478,11480,11473,11479,11480,988,12013,2295,13709,11478,11225,5628
391,9086,0,0,0,0,0,0,9088,9087,9086,9086,9088,9086,9087,617,4086,15307,1786,13440,9105,10581
1697,12509,0,0,0,0,2274,2274,2274,12391,12511,12511,2274,12510,12511,12391,12508,12155,2500,2275,12154,12156
8665,12482,2836,8569,8124,8128,11654,13447,5342,13446,5308,11941,8569,13416,5341,11579,13446,11941,12482,5342,1906,5308
2949,8890,6260,10566,9232,9230,9230,10641,3763,12332,12332,9414,9230,364,8889,12332,9414,10566,13697,3763,985,6973
8385,13716,0,0,0,0,0,0,0,0,0,3953,11098,11882,11099,10746,9781,13717,10490,8475,8968,3767
5596,11584,11584,11584,11598,11584,12265,10790,11598,11598,11584,10790,10790,11064,11598,11584,12265,12027,12030,10434,11063,14123
10690,13714,0,0,0,0,0,0,0,0,13715,11102,13715,11102,11185,11098,13717,13713,13714,14452,14076,9204
148,13290,13292,13273,13301,13301,12779,12780,12779,12780,13295,13311,13311,13295,13273,12780,13301,13180,13290,13200,13292,13393
14041,1497,6435,6435,10142,10142,4892,4892,4880,4880,1503,1502,1503,11580,4892,8589,10142,1502,13793,13247,13337,13081
343,10712,10781,10570,10570,10712,10712,10712,10712,10684,10684,10684,10684,10746,10712,10781,10694,10707,10569,10757,10300,10570
12507,14407,0,0,0,0,0,0,0,14356,14422,14408,14408,2472,14421,14411,13733,2469,2474,14991,14422,14351
9999,8193,0,2230,11081,13774,13699,2049,9085,1982,10741,10432,14230,2819,10432,2049,9084,14897,13416,10989,11207,3531
4029,11101,0,11098,11098,11100,11100,11101,11098,11098,11098,11102,11185,11098,11102,11100,11101,11187,11099,6565,11186,10944
8935,2056,13406,13706,2170,13736,1993,14586,2376,13706,2167,2376,1982,14222,13423,1993,13425,13424,13686,13736,12637,11083
1587,13386,12951,12816,12815,12782,12781,6941,12438,12369,6935,6934,12369,13387,13393,12957,13013,4128,10815,15415,12791,9816
1839,2433,12269,7948,9317,9317,8340,6594,8590,2433,2433,2433,2433,10751,4841,9593,9317,7389,12225,9194,14288,7299
5895,11098,0,0,0,0,0,11098,10619,11022,10506,11098,11098,11005,11102,6565,11022,11023,11026,11557,10679,11192
13821,10556,12529,13561,14145,2745,14098,2245,3091,14334,4570,11193,3869,12529,5613,12643,9054,14334,13536,10312,12028,14318
8611,8260,0,0,0,0,9085,9120,2049,9085,9120,9587,9120,9084,2049,9587,9085,9086,13433,4718,9087,9122
11808,14458,0,0,0,0,0,0,0,0,0,14459,14458,14482,13794,14466,13186,8065,14342,11996,11995,14578
769,12153,12154,12154,12154,9771,9771,10800,10800,12391,12391,12153,10800,12154,12156,12391,12155,6922,9771,10909,10578,2536
18817,14879,0,15263,14879,15233,15286,15286,14969,15264,15217,4777,15233,15217,15255,14880,15263,14556,15264,15220,15250,15232
1491,10580,8865,10235,10235,10810,10810,10795,555,555,555,10731,555,10232,10942,2819,10376,10614,10441,9777,10438,7954
14546,2787,0,0,7966,2787,352,4481,4481,4481,4482,7966,4482,4462,4,367,823,350,11,1384,7966,4888
16946,15264,15171,15180,14759,14879,15866,8871,15692,15250,15222,15264,15264,15250,15241,15692,14879,15506,15232,14880,15222,8871
8061,8144,0,0,0,0,0,0,8144,8146,8971,8163,8163,8971,3695,15243,1849,5719,1823,15803,983,6428
3857,11099,0,0,0,0,0,11099,11101,11100,11099,10924,11101,11100,11099,11597,11185,11186,11098,10944,11187,11102
7138,11227,0,12644,12636,13536,3667,12006,12242,5634,13575,10785,3869,12640,12642,13536,12006,10616,12636,12624,12242,12535
9443,10500,0,0,0,0,0,13735,5929,13690,5929,10339,13698,13735,13712,13734,5630,13701,11053,10608,13690,5929
4398,11593,11593,11561,11562,11562,3667,11749,11749,11749,11562,11561,11562,11749,11750,3667,11593,11561,10680,3281,11508,11402
14765,14886,6131,14890,14227,6065,10296,14865,14865,14904,14865,14904,14889,14890,14865,14797,14904,6065,14882,14227,14905,13698
10929,376,0,0,0,0,0,0,13813,3710,2787,3500,2276,5,13824,13808,1031,10579,1028,6538,13813,123
2701,10686,0,0,0,0,0,0,11513,11513,11513,10686,11513,10686,11494,11514,11006,11000,8621,10621,10620,10683
17100,5979,262,262,15859,11916,262,5974,424,11587,140,9233,5969,3917,5983,11740,11590,6471,262,14215,13560,14444
169,10731,556,10731,6443,12503,6443,10731,6443,6443,3475,6443,10738,6443,10490,5620,8891,10185,6849,10394,11882,10751
11918,14403,10504,11026,14345,9283,10982,9368,11209,11091,4093,12639,3883,12242,3869,11091,13536,14033,11209,12640,12643,4093
3608,11851,0,0,0,0,0,2110,11855,11851,11843,11855,11851,11842,9274,10901,11344,10262,10578,3139,502,11187
8432,13818,0,13424,13425,13426,13404,13568,11562,13818,13701,13424,13424,13425,13423,13614,13426,13405,12642,10790,13406,14483
17435,15060,0,0,0,15123,15123,14885,15123,15190,15060,15157,15177,15123,15190,14885,15187,15136,15162,10352,15171,15176
9608,14619,355,14619,355,13904,2352,12564,123,13904,2352,12564,123,5480,10579,7962,7599,3517,11001,6538,12489,6822
6996,11560,3393,3393,374,4097,11919,11560,11919,10724,11919,11919,11919,10724,12626,12232,901,5659,12499,8365,5630,12333
642,9109,0,0,0,0,0,0,9084,9088,9109,9119,9109,9084,9088,9105,9087,9107,9108,9121,9122,9112
2739,9771,0,0,0,0,0,0,0,0,0,9818,4956,7642,9818,9769,9768,9819,9771,9820,9766,2651
14708,14877,0,14877,14933,14869,14873,14877,14933,14873,14878,14878,14881,14749,14873,14878,14869,14875,14877,14933,14861,14862
10409,14215,0,0,0,0,0,0,0,0,14251,14126,14126,14215,14251,14216,2472,14148,14090,14213,11916,14248
12233,14626,0,0,0,0,14908,10875,10875,14908,15038,14584,14906,10875,14908,14584,15038,14907,14680,14486,14351,14572
7743,10423,0,0,0,0,0,0,0,13610,8485,11205,8485,13610,13558,10746,13609,11205,12231,11098,9373,13611
973,555,0,0,10732,10732,555,556,10732,10568,10568,10732,10568,10732,10438,10942,10940,10707,792,10566,10436,10569
8441,11881,11228,11228,11655,11654,11670,11881,2335,13613,13613,13612,13613,13612,11670,11654,13407,13615,11881,11655,13418,11578
17647,15137,0,0,0,15136,15137,14885,14885,15172,2613,14885,15136,15172,15186,14885,15137,15123,14931,14570,15177,10487
1850,10498,2912,2921,2632,2635,2634,2631,1665,1665,1665,1665,1665,1664,2398,2632,11962,10327,298,4501,1544,10996
17045,132,0,132,132,132,132,132,2779,11079,2779,8341,132,14272,15230,15214,8582,2779,10380,138,14867,9632
17500,15246,0,0,0,15248,14401,15139,6482,7203,10796,10488,15136,15177,10477,11098,15172,15190,14885,14880,14569,15227
5728,11098,11101,11100,11098,11099,11098,11098,12227,2136,12230,11098,11185,11187,11102,11098,11100,11101,11186,12227,11099,12230
9034,12930,8122,3082,11341,11341,3078,10557,9312,5259,13785,2317,10343,2317,11341,10763,9312,5214,2356,10557,5259,2938
6947,12007,0,0,0,0,0,0,3220,3220,11069,3129,3220,3133,11069,3129,3869,10982,10904,10905,12006,602
8959,4985,0,0,0,0,0,0,0,1010,2905,14075,2905,13698,14075,14865,14804,13701,14802,13735,14197,14904
12277,11091,0,0,0,0,0,0,0,0,14147,9425,9425,1843,14402,11336,9622,13121,2591,2739,3169,13425
15,10690,13386,13380,6854,6822,13140,13312,12972,12817,12369,12369,12369,12957,12817,13013,6793,6836,13258,7206,3726,13284
18368,14880,0,0,0,0,0,0,0,0,0,6475,11098,13717,13609,6475,13611,6470,14983,11102,8485,12628
6550,11671,2319,10348,877,1105,11181,11750,12529,11671,11750,9596,11562,11750,3285,3667,3281,11561,11671,12028,3870,3400
4187,13442,0,0,0,0,10576,13433,13433,10576,13422,10576,13433,13422,10576,1790,10592,4085,617,10575,13440,13441
5303,10779,0,0,0,0,0,0,11996,11996,10779,11671,11996,12201,1990,11671,12242,12011,10790,11193,11398,11072
310,1787,0,0,0,0,0,0,0,10731,10706,10731,10706,10707,10731,10566,10490,2172,10708,12535,11513,10990
17423,10487,0,0,0,0,0,0,0,0,14885,15123,15123,15177,15136,14885,15172,15187,15137,15186,15190,14570
3396,11191,11508,3989,3989,10586,10584,10584,10431,10785,11191,10312,10585,11691,11589,11398,12636,10692,10312,12535,10682,11186
8725,2100,0,0,0,11344,13796,11344,13796,11344,2588,1993,11344,13796,2588,11082,10711,2528,11046,79,558,10482
808,10764,8568,8568,9330,8568,9731,10772,10772,10772,10578,10578,8568,3949,6539,2536,10689,10578,207,10490,10576,13406
6340,10503,0,0,0,0,0,0,0,11598,11584,12037,11064,11598,11584,10790,12027,12265,12037,11063,10503,12030
6339,18,0,0,2615,2615,3087,2615,8858,8128,14339,6389,6389,8485,13717,11598,10746,3087,4405,12627,8569,8173
8466,11221,9597,3724,11588,3724,5123,5123,2213,8582,5123,13411,13612,12541,5123,11387,14142,9317,11688,3938,1991,8491
7686,160,7714,3871,9649,8579,11587,3757,5971,1294,4213,419,11740,419,15620,11587,140,8579,7289,9601,3757,8580
12044,14409,0,0,0,0,0,0,14403,14403,14409,14411,14409,14411,14403,14402,14404,14401,10290,13733,13418,14470
17173,7337,0,0,0,0,0,0,0,8711,8712,8711,13180,5719,8712,8711,5672,10602,13393,6511,10449,8975
