0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1908,10923,10925,10925,11399,11399,10923,10923,10913,10923,10925,11399,10448,10913,10799,11380,5665,10436,14095,10800,14097,13821
18865,13694,0,0,0,0,13694,14101,13694,15233,2615,2615,14939,14865,14903,2905,14889,14883,815,14884,14573,14795
8223,11254,0,0,0,0,0,9781,11257,11259,11256,11262,11097,14155,11257,11380,11095,11090,13716,10787,10745,11093
9929,14227,5929,5929,11053,13735,13774,13701,5929,10339,13734,13698,13701,14227,10339,13698,13734,13694,13538,13772,11053,13735
11121,14238,0,14205,14238,14231,14232,14203,14206,14202,14201,14645,14231,14202,14238,14201,14206,14232,14203,14205,14142,11221
7341,11185,0,0,0,0,0,0,12636,13560,13560,13560,9781,10790,11513,11102,10745,3220,11099,11007,11598,12642
12545,6036,6036,14576,14518,14519,5259,14459,14458,14421,5911,10433,5878,14718,14555,14404,14560,14626,9649,14719,14584,14647
13177,14173,14892,14912,2132,9063,9067,14684,2227,9063,9067,14697,14697,14696,14684,14912,14664,14670,9063,14892,14763,9055
16977,15187,0,0,0,0,0,2463,15117,2461,15139,15123,2461,6482,2463,2462,15187,15123,15139,2465,15117,15119
2394,11752,0,0,13061,12296,8564,12296,12296,10725,8564,8564,12296,8564,5808,9421,2851,8469,11752,11311,14873,2382
4676,12016,0,0,0,0,0,13438,13440,10916,11929,12016,13422,1789,13440,10592,13438,10578,13433,10581,1790,13441
17791,9649,0,0,0,0,0,0,7714,9649,9601,4589,9649,7714,12641,13536,8579,11882,14954,3883,12529,9781
2820,10581,0,0,0,0,0,0,0,0,10581,617,10581,10576,11562,10689,10578,10592,11887,3281,10577,11749
10332,14337,0,0,0,0,0,0,14182,14173,14173,10741,10708,15042,14129,9055,14173,11188,14182,11102,2673,6494
5349,12012,0,0,0,0,0,0,0,0,11995,11996,9781,11513,10790,11102,10745,3220,11007,11099,11598,12642
2502,1920,3044,11000,10998,10998,5438,5438,1920,1920,5658,5658,14073,14078,13716,6392,11514,5197,11007,10589,10745,14162
3809,11102,0,0,0,0,0,11098,11098,11099,11102,11099,11098,11102,11100,11099,11186,3669,11101,11190,11185,6565
6766,11288,0,0,3536,6682,11289,11290,11285,11286,11249,11250,12819,11270,4456,9252,378,11287,11314,14080,11269,11304
17269,7891,0,0,0,0,0,0,0,4588,7891,7892,10909,13701,10538,12157,10610,8444,6443,10928,11560,7790
16053,14735,0,0,0,0,6208,14973,14965,14743,14326,14090,6208,14555,14983,14933,14861,14560,14973,10581,14630,14939
14405,14876,0,0,0,0,0,0,14920,14933,2014,13405,14933,11598,2905,14227,11584,5259,14749,14877,14861,80
2855,1041,0,0,0,0,0,0,0,1042,1030,1042,14227,2905,14861,14749,13573,15620,14865,12538,10450,14877
14381,14886,6036,10554,10554,6036,6036,14694,14694,14101,14101,14886,6036,10554,14904,10503,14882,12037,14889,14197,10790,10486
9057,13369,0,0,0,8132,8346,10745,12642,13369,14633,1785,10745,12642,13672,11064,12224,12265,12128,11598,11230,11922
16567,2356,15080,15022,15020,15013,15047,14572,2356,9312,6036,14584,15022,9291,15080,9312,15029,9316,15025,15042,2356,5259
7451,13479,0,0,0,0,0,0,3249,13550,12499,13479,14680,14888,11022,11029,11508,11219,13005,3673,10705,3258
10861,14084,0,0,0,0,0,0,0,0,8329,14332,8329,7933,15263,1842,14332,15588,13611,15543,10789,14880
4682,11101,0,0,0,0,0,0,11514,9776,11340,6442,10797,2006,11513,14073,13407,10621,11514,4686,11000,11387
9703,13712,0,0,0,0,0,0,13734,13699,1982,1982,14227,13573,13712,2905,10500,14861,14865,13734,14749,14877
4484,10745,0,0,0,0,0,0,11562,10385,10385,2811,11750,11561,3285,10680,11562,11749,3281,12207,11508,12201
9875,14610,14610,13697,13791,8324,5763,8643,13791,13791,14613,13697,14606,13423,13696,14561,13417,14584,14459,14401,14536,13416
19009,15737,15698,6723,15652,15624,15739,15640,7722,6742,15743,15736,15736,8367,15698,6426,15749,13038,309,13890,15750,15682
465,6463,0,0,0,1833,1840,1834,1834,6463,1833,1834,10503,12646,12642,10533,8367,1849,11598,12652,1843,13537
11695,14448,0,0,0,0,14443,14448,14443,14452,14443,14452,14443,14421,14452,14448,14446,14457,11102,14252,14455,11186
17622,15123,0,0,0,0,0,0,15123,15187,15190,15171,15123,15187,15171,10352,15177,6482,15139,2462,14372,2463
3565,11102,0,0,0,0,0,0,0,0,9766,11098,11098,11186,11102,11099,14448,11100,14446,14457,14630,14455
7425,11221,11221,5506,9247,3412,12030,3411,3412,11220,12027,11563,11221,11220,4461,14142,14318,11064,11583,4408,14316,14238
5022,10904,11220,11221,11220,12201,10679,11220,12201,1990,10990,9079,11221,11671,12201,11218,11220,11091,11583,11219,11340,11022
15303,15443,0,0,0,9035,9147,9147,15731,15443,9147,15731,9147,10992,9120,10748,15307,14648,10686,13571,10991,6729
9530,13712,5367,14227,14227,13698,13698,13698,13698,5929,5929,13712,5929,13712,10500,13573,14227,11880,13698,10311,13690,13734
6355,3007,9316,10556,5995,9200,4684,2819,2536,12306,12003,4078,10790,11584,14088,10580,9316,11598,13835,12028,14087,6129
4877,11594,13528,13526,8323,11186,3669,11594,6243,10482,11186,11594,11098,11185,11187,15544,14446,11099,11186,11100,15263,15588
76,1467,0,0,0,0,0,0,0,0,0,1516,15258,8006,10438,10988,14081,2059,14138,13817,6466,10702
16288,15139,15162,15139,15067,15067,15067,15067,15067,2462,15067,15178,15116,2465,2462,15162,15139,6482,6488,15117,15119,2461
13820,14652,0,0,0,0,0,0,0,0,0,14718,11102,11100,11098,15214,11099,14867,14652,14718,11585,132
17296,2465,0,0,0,6488,6488,6482,6482,2462,2462,2465,15116,2462,2465,15162,15139,6482,6488,15117,15119,2461
2208,5112,12809,12807,12809,5103,5104,5109,5112,7607,7607,5112,10260,1843,12646,9592,14086,9285,14291,13791,10564,10533
1785,10918,0,0,10913,10913,10918,10918,10483,3231,6106,10913,2461,10913,8367,15139,15025,15187,14097,15095,9055,15033
13869,6824,14800,6051,6839,12786,12773,6869,13142,6829,12776,6841,11690,14919,14930,14792,1657,14734,9761,12129,14086,15052
4754,11690,11751,5821,11799,11800,11809,11494,10687,2067,2162,1585,10800,11380,14095,11010,14097,11095,10751,11025,10913,10795
765,5512,11909,5502,2132,9067,9067,9063,9063,2148,5514,5512,14696,14697,9063,9055,14670,14684,9616,14765,6494,14717
15586,14983,0,14632,14629,14983,14983,14632,14629,14630,14961,14961,14632,14959,14629,14630,14984,14987,14983,14960,14631,14986
1526,6973,0,1322,650,1321,5713,5715,648,648,5074,5002,6392,10745,1237,8025,159,6480,8026,12610,13716,1033
357,10555,10555,10344,10344,10983,10983,10983,10983,10557,10557,10983,13725,10555,14555,14560,5878,6208,14090,14716,5259,5928
16778,15053,15136,2287,15172,14885,15053,14671,13612,15095,14167,4718,15137,15136,6482,14885,14931,15139,15172,15186,14570,15030
1870,10904,9085,9120,9120,2750,10486,10486,3129,5840,10289,10488,9085,9120,10486,9420,10312,9110,10488,9111,10289,10490
17508,14422,0,0,0,0,14422,7582,15098,15067,14981,14306,15049,15052,15067,15092,15050,15162,15116,15139,15097,15068
2342,10905,0,0,1383,8628,5766,8626,11367,2183,8669,10905,12641,6716,11382,12636,9649,9781,14730,11556,15125,7714
3554,11102,0,0,11102,11102,11102,11193,11589,10566,10944,6565,11581,11098,11589,10785,11102,11191,11099,11585,11100,11185
633,3017,10567,10567,8444,8444,8444,3017,3017,10684,10567,8444,11922,10684,11342,11185,10576,9701,14156,11091,287,12156
8304,11230,0,0,0,0,0,0,0,0,0,12225,12225,11102,11099,11098,11010,11100,11513,10686,11186,13714
8437,11584,11584,12265,11584,11228,10689,11006,11584,10620,11228,11006,10790,11584,2083,12265,11228,11598,11064,13418,13411,5877
409,13288,12368,12368,6929,6921,6917,6922,6922,6922,13254,13288,9285,11285,350,1810,11287,11738,11277,147,10745,13791
17546,15091,0,0,0,0,0,0,0,0,0,14579,9781,11513,11511,15126,11098,11091,14681,11099,10790,10745
4494,2431,10528,11098,11099,2431,11221,10710,11219,11218,2182,11220,11220,11219,11340,11221,11508,2182,11218,14142,14680,11091
8180,12642,0,0,0,0,0,0,0,10982,11227,13884,13884,3869,10982,11227,12637,3220,11076,12638,12041,12643
4546,5039,0,5039,917,5039,4436,5042,3041,1055,3041,1055,10790,11598,11007,13794,14680,3220,11064,11513,11584,14584
874,2750,0,0,0,0,0,0,854,12154,2750,2750,2657,6531,2274,12154,10747,12391,12155,12225,7587,7776
17375,15189,6596,4669,4669,4675,6610,6610,6610,15189,15189,15189,15189,6596,13433,6633,10448,10797,10758,10439,13422,10744
17225,13308,11671,11671,14309,12535,14309,12641,3767,10784,10784,13308,7770,9592,6716,4718,11555,2081,12641,12646,11050,11753
9061,9596,0,0,0,13810,13804,13803,9723,9454,12005,12007,13831,13803,13825,13826,13804,13810,13418,13805,13809,2615
16453,15029,15022,15022,15019,15019,15019,15029,15033,15025,15025,15019,15018,15022,15025,15033,15029,15019,15020,15042,15080,14988
10141,14101,14338,9825,5670,10358,14332,6786,13570,14251,14132,14179,2367,9252,14488,14889,6475,10340,14332,10748,6751,7908
1795,10942,0,0,0,0,0,0,2209,10942,6443,10942,10448,9767,10801,10942,9771,9769,14737,11501,12483,10799
4796,9781,4570,10764,10616,10486,11191,10785,10312,3767,8968,11193,10486,10616,12535,10747,11398,10312,10574,10990,10796,10752
2345,7154,4765,4753,4765,4765,4765,4763,4763,7154,7154,7154,7154,14328,4765,2657,8327,7776,14330,6586,15587,11752
17435,15060,15060,15157,15060,15221,14261,15209,8582,15209,15235,15190,15139,2462,15157,15162,15032,15116,15035,15190,15176,15136
7037,11102,0,0,0,13536,12643,14034,9781,12007,13886,13884,13536,12642,12643,12641,12636,11076,12638,12640,11074,10982
5002,260,0,0,0,0,0,0,0,0,284,5984,9781,10790,11513,11102,10745,3220,11007,11099,11598,12642
7065,13436,1788,1789,1789,1790,1323,13436,13443,13442,1786,13442,1786,1789,13433,11314,9084,9105,13442,13422,11365,4087
10692,6566,0,0,0,6566,3784,13772,6379,2505,6512,6372,13593,12230,2006,11916,1225,80,10790,11102,10570,1129
15695,14179,14526,14451,4956,14345,14563,14611,11000,5496,14179,12027,14577,14563,14627,13696,14626,14553,14555,14536,3667,14591
18045,15070,15030,15034,15034,15030,2190,6219,15030,15022,15248,14483,15162,15052,15137,6482,15139,15116,15049,15117,2462,6488
6513,13537,10491,10491,12506,12506,2006,13537,13537,10517,12506,10491,13593,12230,1225,2006,11916,10790,11102,80,1129,14227
4737,10488,0,0,0,0,0,2690,2690,10486,10486,10488,10486,10488,11996,12483,10490,10312,11064,11598,12646,9700
16803,15052,14592,15119,15117,15178,15139,11227,6482,15031,15139,14990,15139,15116,6482,15119,15117,15162,2463,2465,15052,6488
12698,14448,0,0,0,0,5124,14443,14444,14444,14443,14443,14421,14584,14626,13417,9050,14443,5878,14536,14404,14627
2673,10683,0,0,0,0,11514,11514,10686,11513,10621,10621,10686,11513,11006,11514,10901,10793,11494,10620,11000,10621
9309,13800,0,0,0,0,0,0,13407,1667,1664,1667,12819,1667,8329,12962,6392,4718,14642,10580,13440,4833
2684,10686,0,0,0,0,0,0,0,11514,11514,10686,11513,10686,11006,11514,11494,11000,10901,10589,10793,10621
7832,11102,13611,13610,13558,13610,13611,13558,13558,13611,13558,13560,13558,13611,7714,10289,13395,10491,12641,2314,13610,8579
15669,15013,15013,15051,15069,15031,2463,15092,2463,2838,14408,2902,15116,2465,15162,2462,15139,6482,6488,15117,15031,15049
10693,8356,0,0,0,0,483,483,13418,13418,11226,11226,12641,13418,9649,3883,13425,10745,12643,12624,13424,13426
6136,11282,0,0,0,3168,378,11279,11282,3555,378,11279,378,9585,6922,11282,10578,11344,11279,11185,11334,11278
14318,14877,14875,14873,14933,14875,14877,14933,14749,14933,14875,14873,14749,14877,14861,14873,14933,14878,14875,14881,14869,14862
4925,15873,0,0,0,15873,11562,10785,11191,11749,11000,11494,10490,3281,11513,15873,10486,11562,10488,11006,11996,11514
4558,3817,0,0,0,0,0,4729,3817,1658,1657,3817,1657,1656,3817,1658,14251,12642,1659,2286,14446,8321
665,10490,9454,5626,9454,5626,9454,3939,2843,10488,10490,10289,10490,10486,10488,10289,10503,12535,3281,12483,9420,9772
6457,12226,0,0,0,0,0,0,0,0,0,12230,13593,11102,9781,1225,10790,3220,11513,80,11007,2006
14829,14873,0,0,0,0,0,0,0,0,0,14878,14749,14861,14873,14877,2289,14878,14933,14227,13734,14029
7187,5989,0,0,8580,7714,11078,5989,13596,11587,11587,5204,14691,283,6392,340,14692,11529,8579,11225,10776,14876
6594,6814,0,0,0,0,0,0,0,12030,10790,10636,11584,10790,12265,11598,11064,12028,12030,12642,14123,11072
13724,12235,0,0,0,0,0,0,0,0,0,14537,14421,14584,14626,9050,13417,14591,14627,5878,14404,14719
2794,10568,0,0,0,0,0,0,0,3464,10732,10732,10707,10732,10483,10568,12874,10738,3062,10566,10731,6938
12017,14123,0,0,0,0,0,0,0,0,0,10555,13725,10555,14555,14560,5878,6208,14090,14716,5928,2382
6251,11063,0,0,0,0,0,0,0,12030,11584,12030,11584,12265,10790,11598,11064,12028,12030,12642,2083,11072
15102,12263,0,0,0,0,0,0,0,0,14584,7773,9781,10790,11102,11598,9291,10745,11513,3220,14584,10305
1333,10766,0,0,10795,2521,8881,2759,2759,2759,2759,6489,12692,8881,10797,10907,10766,10795,9055,3495,5665,11507
6076,12808,1067,8118,7173,7178,11993,6912,13020,12786,12786,12793,10707,10746,10684,10781,10566,10569,11922,12730,10570,10757
5817,2603,5826,9200,12017,2293,2166,2376,2015,12017,11598,6036,11598,11064,13418,12265,12264,11584,3536,11228,13411,13804
4044,10750,0,11750,11561,11750,11561,11750,11750,11562,9298,1991,11561,11749,3285,3667,11750,12201,10680,11562,3767,10777
8173,12126,0,0,0,0,0,12653,11230,2882,12129,12128,12041,13715,11925,12225,6491,10907,12128,9055,11230,14026
1036,10811,3133,3129,10932,10914,10914,10914,10762,10780,12535,10811,11099,11100,11098,3220,14156,11598,11922,11102,11091,6471
4435,11561,0,11593,11562,11561,11750,10680,11750,11593,11562,10680,11561,11750,11749,11593,2009,3285,12201,10680,12206,10919
12758,14584,0,0,0,0,0,0,0,0,14572,10556,9781,11102,11099,11098,10790,10745,11513,3220,12642,1225
14289,11562,8039,12529,14483,10237,10491,2156,14235,14647,14588,14877,15073,14877,14626,14861,14933,14749,14878,14873,14536,14029
7367,13609,0,0,0,0,11183,13609,13611,13609,13611,11102,13611,9772,11102,12009,11229,11100,13400,13401,2314,5929
7147,12230,0,0,0,0,0,0,0,0,0,11098,11098,11102,11099,11186,11100,3669,11101,11185,6475,6565
5790,12531,4116,3910,9710,2603,5242,9710,4310,12014,10711,10545,11750,11561,3285,11365,10680,11749,11402,10790,3667,12624
16626,14898,0,0,0,0,14869,14862,14873,14875,14877,14629,14877,14749,14861,14873,14933,14878,14869,14875,14881,14862
14232,13418,14973,14901,14147,13418,13418,13418,14800,14891,14901,14973,14919,14973,14863,14920,14800,14930,14891,14861,14902,14899
14049,13734,0,0,0,0,0,0,0,0,14905,6131,14227,14904,6129,14882,14905,14861,6131,13698,6065,13734
4499,12432,0,0,0,0,0,0,1724,342,13622,2267,12550,5595,4094,10145,12819,13056,6970,3518,342,10922
12182,14409,0,0,0,0,0,13738,11585,11398,14470,14409,14234,10477,13417,14404,13423,10305,5878,14421,14561,9781
210,10769,10797,10769,10769,10769,10769,10807,10807,2759,5631,10797,11501,10801,10448,10752,10800,10747,10802,14173,10797,10616
5388,927,0,0,0,0,0,0,1132,1805,1133,1805,1805,12654,1128,1133,14944,14446,1804,9761,1132,4119
11804,14578,14626,14626,10556,14626,14584,6036,10557,14584,6036,14576,14626,5878,14577,14560,14563,14555,14536,14584,14576,13696
7610,12641,0,0,0,0,0,12642,13536,12643,12641,12642,12641,12642,12636,13536,12643,10985,3883,12640,14034,12639
15618,14629,0,0,0,0,0,0,0,14631,14983,14629,14631,14983,14984,14630,14987,14629,14632,8471,14986,11098
1591,9659,12153,12154,12153,10768,6029,8972,8972,9420,9420,10688,11500,10691,4119,10801,9771,12153,10799,10690,11501,792
14045,14925,14926,14926,14926,14926,14919,14919,14800,14800,14929,14929,14919,14930,15052,14892,14929,14891,14800,15092,14745,14990
17492,15176,0,0,0,15187,15187,15123,15190,10352,15157,15178,15171,15123,15187,10352,15060,15157,15122,15136,15139,15190
4826,11926,0,0,0,0,11593,11562,11750,3285,11561,11508,11561,11508,11749,10680,11750,3281,11562,11402,12206,12207
12268,14626,2384,14563,14718,6494,3667,14579,14610,12637,14368,14627,14627,14626,13696,14577,14607,13803,13573,14484,14571,14227
1646,9112,0,0,0,0,11514,10791,10990,9102,11513,11514,11513,11006,10686,11514,10791,3220,10901,10793,11494,10589
1535,13166,6883,13024,13024,13024,13166,13166,13166,13024,6883,13193,11042,11095,10450,14138,11090,10913,10448,11996,11043,10486
10182,14138,11513,14217,14201,14141,14138,14304,14138,14217,14304,14217,10686,11514,11513,11387,15258,14326,11494,13407,11000,11006
4477,3902,0,0,0,11191,10785,10798,6490,10395,11581,11398,10312,10486,11514,9781,11513,10490,3767,11398,9596,11191
4914,10680,0,0,0,0,0,0,0,0,11593,11594,11593,13612,10591,13723,11749,10568,11007,4686,11182,10483
3252,2059,8327,11752,8327,10701,10701,10702,10704,10702,10704,10703,10702,10704,10701,8327,10703,14271,2059,14086,14225,8577
9242,5994,9045,8357,12501,12502,12502,12502,12502,12502,5994,5994,9340,379,3518,10,155,7934,3527,7907,3506,3508
12860,14584,0,0,14627,14584,14572,2384,14584,14604,14563,14627,14627,14577,14628,14626,2384,14584,14344,14607,13696,9050
6346,2688,0,0,0,4310,14003,11823,10304,10304,11101,11101,14308,14076,11187,14086,13733,10712,11508,6471,11074,4310
10798,9045,0,0,0,0,1486,11358,9061,9045,11358,9061,14133,9062,9061,11358,14141,12541,13722,13738,10790,12644
731,9229,10237,10491,10491,2724,9219,3840,9275,2187,9219,9219,10260,9592,14086,14291,6625,12646,14330,9285,11690,8327
13684,14459,0,0,0,0,0,14459,11553,14459,13856,13984,14086,14271,11509,10260,7770,12652,9592,10804,12646,9285
2664,11513,0,0,0,0,0,0,0,0,0,10686,11513,10686,11006,11010,10589,11099,11494,11007,11098,3669
17563,15050,14536,15177,14930,2484,2064,14909,15100,15171,14990,15052,14592,14344,14930,14607,14919,2383,2463,14536,15052,14570
17093,14571,15137,15186,15123,15190,2600,15171,10487,14570,10352,14372,15171,10352,15187,15123,15177,14570,10487,15172,14885,14372
17114,14326,8965,15667,6131,14890,10296,6131,6131,14890,14768,14997,6129,14889,14868,14904,14797,14197,14802,14882,14227,14883
4912,11562,0,0,11562,11561,10680,11562,11750,11561,10680,11750,11750,11561,3285,11749,11562,10680,6036,2992,12201,9781
9855,13811,9068,10905,6604,3765,10904,5242,14033,2603,13424,13811,13424,11654,13423,13418,12642,13411,13426,13425,13691,11655
14638,6411,11362,1164,13923,13921,13921,13923,105,10502,10502,13931,14719,13593,4107,11919,11194,9819,12494,13565,13534,11560
2488,10398,3767,3767,3767,3767,10237,11514,10686,11494,11494,10902,11513,11514,11494,10686,11006,10683,10793,10621,11509,10620
15640,15557,0,0,0,0,0,0,0,3734,3734,15558,157,350,11309,8469,10148,10,13038,12485,14258,6540
6476,13536,3220,13536,14034,12643,12229,12642,9047,14033,3220,12007,12642,12636,12641,12529,14034,12643,13536,14033,12007,12637
17897,10146,0,0,0,0,0,0,0,12493,10147,7776,2851,14877,14749,14873,12493,2854,14878,14933,14861,13534
1066,9245,9768,9771,9771,9245,9768,9766,9766,9766,9765,9765,9767,9819,14681,9768,9820,9771,11882,10574,9769,14671
7612,11287,0,0,0,0,0,0,0,0,12499,1911,9781,10790,11513,11102,3220,10745,11598,11007,11099,12642
13005,2398,0,0,7186,9011,13992,2398,8881,12098,3954,13992,1789,13802,9105,9818,10581,12819,10804,1790,4086,11824
15056,5911,14982,13829,13615,13829,13615,3536,11578,13824,13829,13615,13829,14215,9048,13715,9456,11578,13724,13785,14212,10561
4792,1812,0,0,0,0,0,0,0,0,1832,1810,1832,11287,157,1810,1667,3808,1837,12485,10578,6123
4247,2737,5807,5807,2733,5807,2786,10587,2786,2786,5807,11683,10576,10581,10578,10592,3130,10577,13412,1789,4091,13440
8867,3066,11341,12027,3082,3084,3086,3068,11559,11000,5226,5886,11598,11513,12642,11584,14326,11514,11064,12030,11387,13716
8014,13401,13399,13400,12652,13398,4937,5083,4981,5354,7391,7409,12652,15655,14086,14799,10918,5083,9132,15624,10501,5055
17194,2462,0,0,0,0,0,0,0,0,15119,15117,6482,15139,2463,15117,15116,15031,2461,2462,15162,15187
957,10712,4385,4791,5336,5336,7384,10299,3871,6469,5666,5336,11590,8076,12667,12634,6716,7714,12644,13558,8579,9649
1153,9190,0,0,0,0,0,0,0,0,9140,9140,3220,1225,11102,11513,11598,14867,10589,12538,80,9781
6749,9329,0,0,0,0,0,9329,10790,10490,10394,11076,10486,10790,12028,11076,12535,12201,11193,12242,9781,3220
14414,14589,0,0,0,0,0,0,0,9192,12272,13613,9781,10790,11513,11102,10745,11099,11007,11598,3220,12642
18451,14880,15234,15257,15234,14880,14880,14880,15233,15286,15286,15234,15234,15257,15286,14880,15233,15232,15866,14879,15239,15237
9048,2987,2167,2987,13612,13821,1993,13736,14611,8487,3001,5121,10569,10568,10570,14138,10566,14206,14316,10483,10142,14318
6587,6342,7813,7814,6301,7811,6294,6321,6301,7815,6301,7816,14330,7154,13791,14459,14458,12482,13411,13826,13416,10385
5068,3536,0,0,0,0,0,0,0,0,11982,11982,12642,15126,11064,9781,9330,11598,14880,11882,11584,11091
17867,14879,0,0,0,0,0,0,0,0,15240,15239,14880,15234,15233,15286,15232,15257,15866,14879,15237,15239
6285,12529,11092,11226,12529,11092,10376,11069,12529,13536,12643,14034,12642,12643,12641,13536,12636,11092,11091,12637,11882,12007
446,3622,0,0,0,0,0,0,6489,6489,12465,3623,12692,7146,11552,15269,10738,3495,13942,5972,9063,14460
11968,3983,3983,3788,3983,13883,3776,3843,4359,7211,8657,6061,379,7934,10,4347,9340,3508,5555,1751,26,7907
106,1374,9420,7164,8306,9700,9731,9079,2224,10491,10752,10747,14173,10752,10747,11501,10616,4302,8881,10766,10801,9079
11927,2813,0,0,0,0,0,0,13406,5613,11006,14328,11513,10686,11006,11514,11000,11494,10901,10589,10793,10621
7509,10908,0,0,0,0,0,0,0,0,0,6623,9781,11513,10790,10745,11102,3220,11007,11099,11598,11922
18154,132,15240,15631,15631,11558,14272,15230,15230,132,14272,14452,14272,15230,132,15214,8582,8583,133,15631,15240,15234
3832,11098,0,0,0,11099,11098,11185,11102,11098,11102,11102,11185,11098,11099,11100,11102,11101,11597,11186,6565,11189
15265,9096,0,0,14730,8579,14730,9764,13354,8579,9764,12274,2878,14730,7714,11590,10578,8579,9649,6208,12641,12532
17991,6669,0,15581,15580,15543,15225,11172,9577,2332,5122,15540,10438,15185,14138,15258,14081,3740,13817,14589,13691,10358
13525,14626,0,0,0,0,0,14572,14626,14584,14627,14572,14626,14627,14577,14607,13696,14536,14584,2384,14344,14628
15056,14681,0,0,0,0,0,0,0,0,0,9162,9781,10790,11513,11102,11598,3220,10745,11099,12642,11007
15967,11558,0,0,0,0,0,0,0,14987,14995,14900,10578,14983,6208,14631,14630,14984,10895,14987,2878,14629
16845,15060,0,0,15139,15176,15157,15060,10355,15130,15130,10355,15136,15060,15139,15157,15137,15172,15117,14885,15176,15178
544,4302,13145,12815,13390,10149,8589,10727,3798,10975,4302,4302,12485,6540,10,7907,9771,8469,12486,9819,4302,10148
17410,15822,0,0,0,0,0,15133,14422,6156,6156,15822,8329,10789,14880,15233,15263,1842,15250,15234,15822,15631
9532,13822,0,0,0,0,0,0,0,13831,13804,13807,14207,13826,14336,13418,13804,13807,13825,2615,13822,9594
11152,14201,14206,14201,14203,14232,14231,14202,14326,14338,14202,14232,14231,14202,14238,14232,14201,14203,14206,14205,14142,11221
6058,12028,0,0,0,0,0,0,0,0,11513,12265,11513,10686,11387,11000,11514,11006,10790,12642,14326,11584
18347,15588,0,0,0,0,0,0,0,0,0,15581,9781,10790,11513,11102,3220,10745,11598,11099,11922,11007
18581,15099,14880,11186,13713,11186,14629,15866,15866,15233,14629,15099,14880,15234,15866,15233,15232,15257,15227,12225,15237,11513
1213,3722,8580,3722,3722,8580,9601,9601,3722,3722,3722,3722,9781,10790,11513,11102,10745,11598,11099,3220,11007,12642
10411,10568,0,0,0,0,10568,10570,10570,10482,12502,5261,10732,10591,10483,10570,10568,10482,10448,10436,9090,11749
4557,11186,0,0,11508,3989,11593,11561,10680,3281,11098,11102,11750,11749,11100,11508,11561,11562,10680,11098,3281,11102
860,10766,0,0,0,0,0,0,0,10907,10907,10766,10766,6491,10907,10769,2227,2521,11507,6489,10807,10797
2701,10686,0,0,0,0,0,0,11513,11513,11513,10686,11513,10686,11006,11514,11494,11000,10589,10793,10621,10901
5830,4083,0,0,0,0,0,0,0,11995,1692,11993,9781,10790,11513,11102,10745,3220,11007,11598,11099,11922
15605,13430,0,0,0,0,0,14983,11882,9583,14671,2377,14687,14671,14766,11098,14681,14685,14572,10394,14584,14718
3988,12828,0,0,0,0,0,0,13013,6938,13292,6790,6938,12692,10499,10707,10738,8455,13038,10732,14352,10483
